DATE,year,event_type,Country,lat,long,fatalities,Case
1/26/2018,2018,Protests,Kenya,-3.3988,37.6834,0,1
1/22/2018,2018,Protests,Kenya,-1.283,36.817,0,1
1/20/2018,2018,Strategic developments,Kenya,2.8094,40.9358,0,1
1/20/2018,2018,Explosions/Remote violence,Kenya,3.9357,41.8542,4,1
1/16/2018,2018,Violence against civilians,Kenya,1.2167,35.6333,1,1
1/16/2018,2018,Riots,Kenya,0.06,34.2861,3,1
1/16/2018,2018,Strategic developments,Kenya,-1.741,41.492,0,1
1/15/2018,2018,Violence against civilians,Kenya,-2.2717,40.902,1,1
1/14/2018,2018,Protests,Kenya,2.333,37.983,0,1
1/12/2018,2018,Violence against civilians,Kenya,-0.5666,34.9167,1,1
1/9/2018,2018,Protests,Kenya,-0.5666,34.9167,1,1
1/7/2018,2018,Explosions/Remote violence,Kenya,1.75,40.06,0,1
1/6/2018,2018,Riots,Kenya,-3.22,40.12,0,1
1/5/2018,2018,Protests,Kenya,-0.5833,36.6167,0,1
1/4/2018,2018,Riots,Kenya,-3.3961,38.5561,1,1
12/29/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
12/28/2017,2017,Violence against civilians,Kenya,-2.362,40.3178,2,1
12/21/2017,2017,Explosions/Remote violence,Kenya,3.9439,40.3445,5,1
12/10/2017,2017,Protests,Kenya,-2.2717,40.902,0,1
12/8/2017,2017,Violence against civilians,Kenya,-4.05,39.6667,1,1
12/8/2017,2017,Protests,Kenya,-1.45,36.9833,0,1
12/5/2017,2017,Riots,Kenya,0.85,34.7167,3,1
12/4/2017,2017,Violence against civilians,Kenya,0.85,34.7167,5,1
11/30/2017,2017,Riots,Kenya,-0.3072,36.0723,2,1
11/28/2017,2017,Protests,Kenya,-1.283,36.817,4,1
11/26/2017,2017,Strategic developments,Kenya,3.9357,41.8542,0,1
11/26/2017,2017,Riots,Kenya,-0.7202,36.4285,0,1
11/24/2017,2017,Riots,Kenya,0.3546,37.5822,0,1
11/24/2017,2017,Protests,Kenya,-0.4536,39.6461,0,1
11/22/2017,2017,Explosions/Remote violence,Kenya,-0.4536,39.6461,0,1
11/22/2017,2017,Protests,Kenya,-1.283,36.817,0,1
11/20/2017,2017,Protests,Kenya,-1.1667,36.8333,0,1
11/20/2017,2017,Protests,Kenya,-1.1,36.65,0,1
11/20/2017,2017,Protests,Kenya,-1.05,37.0833,0,1
11/20/2017,2017,Protests,Kenya,-1.2167,36.7167,0,1
11/20/2017,2017,Protests,Kenya,-0.7167,37.0333,0,1
11/20/2017,2017,Protests,Kenya,-0.3072,36.0723,0,1
11/20/2017,2017,Protests,Kenya,-0.3666,36.8333,0,1
11/20/2017,2017,Riots,Kenya,0.4203,34.4244,0,1
11/20/2017,2017,Protests,Kenya,-1.05,36.9,0,1
11/20/2017,2017,Protests,Kenya,-1.1667,36.8333,0,1
11/19/2017,2017,Violence against civilians,Kenya,-1.2407,36.8804,11,1
11/19/2017,2017,Riots,Kenya,-1.2614,36.8608,0,1
11/18/2017,2017,Violence against civilians,Kenya,-1.3117,36.7891,1,1
11/18/2017,2017,Violence against civilians,Kenya,-1.2456,36.881,5,1
11/18/2017,2017,Violence against civilians,Kenya,1.0667,38.6667,8,1
11/16/2017,2017,Protests,Kenya,-1.283,36.817,0,1
11/15/2017,2017,Strategic developments,Kenya,-0.6833,34.7667,0,1
11/11/2017,2017,Violence against civilians,Kenya,-3.5,38.3,2,1
11/10/2017,2017,Violence against civilians,Kenya,-1.3667,38.0167,0,1
11/9/2017,2017,Riots,Kenya,-0.7166,37.15,1,1
11/8/2017,2017,Protests,Kenya,-1.283,36.817,0,1
11/8/2017,2017,Protests,Kenya,-1.0783,35.8601,0,1
10/31/2017,2017,Violence against civilians,Kenya,3.5254,41.4991,0,1
10/31/2017,2017,Riots,Kenya,-1.283,36.817,0,1
10/30/2017,2017,Protests,Kenya,0.3351,34.4864,0,1
10/30/2017,2017,Protests,Kenya,-0.5666,34.9167,0,1
10/30/2017,2017,Violence against civilians,Kenya,3.5254,41.4991,0,1
10/30/2017,2017,Protests,Kenya,0.0333,34.7167,0,1
10/29/2017,2017,Strategic developments,Kenya,-1.2828,36.7517,0,1
10/29/2017,2017,Violence against civilians,Kenya,-0.15,35.2,1,1
10/28/2017,2017,Strategic developments,Kenya,-0.15,35.2,0,1
10/28/2017,2017,Protests,Kenya,-1.2828,36.7517,0,1
10/28/2017,2017,Violence against civilians,Kenya,0.0333,34.7167,0,1
10/27/2017,2017,Strategic developments,Kenya,0.46,34.112,0,1
10/27/2017,2017,Violence against civilians,Kenya,-1.0667,34.4667,1,1
10/27/2017,2017,Protests,Kenya,-0.5273,34.4571,0,1
10/27/2017,2017,Protests,Kenya,-0.1,34.75,0,1
10/27/2017,2017,Riots,Kenya,-0.5273,34.4571,1,1
10/27/2017,2017,Violence against civilians,Kenya,-0.1,34.75,0,1
10/27/2017,2017,Riots,Kenya,-0.15,35.2,0,1
10/26/2017,2017,Riots,Kenya,-0.1,34.75,0,1
10/26/2017,2017,Riots,Kenya,-1.0667,34.4667,0,1
10/26/2017,2017,Strategic developments,Kenya,-0.5273,34.4571,0,1
10/26/2017,2017,Protests,Kenya,-0.0789,34.7759,0,1
10/26/2017,2017,Protests,Kenya,-0.1064,34.5205,1,1
10/26/2017,2017,Protests,Kenya,1.2402,36.6605,0,1
10/26/2017,2017,Riots,Kenya,0.3267,34.3156,0,1
10/26/2017,2017,Riots,Kenya,-0.0267,34.0209,0,1
10/26/2017,2017,Riots,Kenya,-0.4333,34.6833,0,1
10/26/2017,2017,Riots,Kenya,-3.985,39.614,0,1
10/26/2017,2017,Protests,Kenya,-1.2407,36.8804,2,1
10/26/2017,2017,Riots,Kenya,-1.2614,36.8608,1,1
10/26/2017,2017,Protests,Kenya,-1.0783,35.8601,0,1
10/26/2017,2017,Riots,Kenya,-0.3589,34.6492,1,1
10/26/2017,2017,Riots,Kenya,0.2833,34.75,0,1
10/26/2017,2017,Riots,Kenya,0.5333,34.8167,0,1
10/26/2017,2017,Riots,Kenya,0.4365,34.8105,0,1
10/26/2017,2017,Riots,Kenya,0.46,34.112,0,1
10/26/2017,2017,Violence against civilians,Kenya,-4.0839,39.6616,0,1
10/25/2017,2017,Protests,Kenya,0.06,34.2861,0,1
10/25/2017,2017,Violence against civilians,Kenya,0.2,37.7833,2,1
10/25/2017,2017,Protests,Kenya,-0.0789,34.7759,0,1
10/24/2017,2017,Protests,Kenya,-1.3667,36.7268,0,1
10/24/2017,2017,Protests,Kenya,-1.283,36.817,0,1
10/24/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
10/24/2017,2017,Strategic developments,Kenya,-0.5273,34.4571,0,1
10/24/2017,2017,Strategic developments,Kenya,0.3247,34.6828,0,1
10/24/2017,2017,Violence against civilians,Kenya,0.2,37.7833,2,1
10/24/2017,2017,Protests,Kenya,-0.1,34.75,0,1
10/24/2017,2017,Violence against civilians,Kenya,-1.283,36.817,0,1
10/23/2017,2017,Protests,Kenya,-1.0667,34.4667,0,1
10/23/2017,2017,Protests,Kenya,-4.2875,39.5661,0,1
10/23/2017,2017,Battles,Kenya,-1.7027,41.3019,4,1
10/22/2017,2017,Violence against civilians,Kenya,-4.2875,39.5661,0,1
10/22/2017,2017,Violence against civilians,Kenya,-0.15,35.2,1,1
10/22/2017,2017,Violence against civilians,Kenya,-1.283,36.817,1,1
10/22/2017,2017,Violence against civilians,Kenya,-1.2393,36.8924,0,1
10/21/2017,2017,Protests,Kenya,-1.2717,36.8497,0,1
10/21/2017,2017,Violence against civilians,Kenya,-1.5394,41.3314,0,1
10/20/2017,2017,Violence against civilians,Kenya,-2.2717,40.902,0,1
10/19/2017,2017,Riots,Kenya,-0.5273,34.4571,0,1
10/19/2017,2017,Protests,Kenya,-1.283,36.817,0,1
10/18/2017,2017,Riots,Kenya,-0.1,34.75,0,1
10/17/2017,2017,Riots,Kenya,-1.0667,34.4667,0,1
10/17/2017,2017,Riots,Kenya,-0.16,35.0731,0,1
10/17/2017,2017,Riots,Kenya,-0.5273,34.4571,0,1
10/17/2017,2017,Riots,Kenya,-0.5,34.75,0,1
10/17/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
10/17/2017,2017,Riots,Kenya,0.2386,34.2694,0,1
10/17/2017,2017,Riots,Kenya,0.2833,34.75,0,1
10/17/2017,2017,Riots,Kenya,0.1,34.4833,0,1
10/17/2017,2017,Riots,Kenya,-0.2,34.3333,0,1
10/17/2017,2017,Riots,Kenya,0.1825,34.2956,0,1
10/16/2017,2017,Protests,Kenya,-0.0853,34.7665,0,1
10/16/2017,2017,Protests,Kenya,-1.0667,34.4667,0,1
10/16/2017,2017,Protests,Kenya,0.3546,37.5822,0,1
10/16/2017,2017,Protests,Kenya,0.2833,34.75,0,1
10/16/2017,2017,Protests,Kenya,0.06,34.2861,0,1
10/16/2017,2017,Violence against civilians,Kenya,-0.1161,34.7837,0,1
10/16/2017,2017,Riots,Kenya,-1.283,36.817,0,1
10/16/2017,2017,Protests,Kenya,-4.05,39.6667,0,1
10/16/2017,2017,Protests,Kenya,0.0802,34.7237,0,1
10/15/2017,2017,Strategic developments,Kenya,-1.5394,41.3314,0,1
10/15/2017,2017,Protests,Kenya,-1.283,36.817,0,1
10/14/2017,2017,Violence against civilians,Kenya,4.2,34.35,6,1
10/14/2017,2017,Riots,Kenya,3.7167,34.8667,1,1
10/14/2017,2017,Riots,Kenya,4.2,34.35,1,1
10/13/2017,2017,Violence against civilians,Kenya,-0.1,34.75,0,1
10/13/2017,2017,Protests,Kenya,-0.5273,34.4571,0,1
10/13/2017,2017,Protests,Kenya,0.2833,34.75,0,1
10/13/2017,2017,Protests,Kenya,0.06,34.2861,0,1
10/13/2017,2017,Riots,Kenya,-0.0789,34.7759,0,1
10/13/2017,2017,Protests,Kenya,-1.283,36.817,0,1
10/11/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
10/10/2017,2017,Violence against civilians,Kenya,-4.2875,39.5661,2,1
10/9/2017,2017,Protests,Kenya,0.2833,34.75,0,1
10/9/2017,2017,Protests,Kenya,-4.05,39.6667,0,1
10/9/2017,2017,Protests,Kenya,-1.283,36.817,0,1
10/9/2017,2017,Protests,Kenya,-2.2717,40.902,0,1
10/9/2017,2017,Riots,Kenya,-1.05,37.0833,0,1
10/9/2017,2017,Protests,Kenya,0.06,34.2861,0,1
10/9/2017,2017,Protests,Kenya,0.0802,34.7237,0,1
10/9/2017,2017,Protests,Kenya,-3.3961,38.5561,0,1
10/9/2017,2017,Violence against civilians,Kenya,-0.1,34.75,0,1
10/8/2017,2017,Protests,Kenya,0.5167,35.2833,0,1
10/7/2017,2017,Protests,Kenya,-1.283,36.817,0,1
10/6/2017,2017,Strategic developments,Kenya,-4.05,39.6667,0,1
10/6/2017,2017,Riots,Kenya,0.46,34.112,0,1
10/6/2017,2017,Protests,Kenya,-4.05,39.6667,0,1
10/2/2017,2017,Protests,Kenya,-1.85,36.7833,0,1
10/2/2017,2017,Protests,Kenya,-3.633,39.85,0,1
10/2/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
10/2/2017,2017,Protests,Kenya,-4.05,39.6667,0,1
10/2/2017,2017,Violence against civilians,Kenya,-0.15,34.75,0,1
10/2/2017,2017,Protests,Kenya,-1.3667,38.0167,0,1
10/2/2017,2017,Protests,Kenya,0.5635,34.5606,0,1
10/2/2017,2017,Protests,Kenya,-0.4536,39.6461,0,1
9/28/2017,2017,Protests,Kenya,-1.283,36.817,0,1
9/28/2017,2017,Riots,Kenya,-0.5273,34.4571,1,1
9/27/2017,2017,Protests,Kenya,-1.283,36.817,0,1
9/26/2017,2017,Protests,Kenya,-1.0667,34.4667,0,1
9/26/2017,2017,Protests,Kenya,-4.05,39.6667,0,1
9/26/2017,2017,Violence against civilians,Kenya,0.5699,36.3982,2,1
9/26/2017,2017,Protests,Kenya,-0.1,34.75,0,1
9/26/2017,2017,Protests,Kenya,-0.7166,37.15,0,1
9/25/2017,2017,Protests,Kenya,-2.4112,37.9652,0,1
9/23/2017,2017,Violence against civilians,Kenya,-1.7566,35.4526,1,1
9/21/2017,2017,Protests,Kenya,0.5635,34.5606,0,1
9/20/2017,2017,Protests,Kenya,-1.283,36.817,0,1
9/19/2017,2017,Protests,Kenya,-1.1667,36.8333,0,1
9/19/2017,2017,Protests,Kenya,-0.4167,36.95,0,1
9/19/2017,2017,Protests,Kenya,-1.283,36.817,0,1
9/19/2017,2017,Protests,Kenya,0.5167,35.2833,0,1
9/17/2017,2017,Riots,Kenya,-3.8167,39.6269,0,1
9/14/2017,2017,Protests,Kenya,-0.7833,34.95,0,1
9/13/2017,2017,Violence against civilians,Kenya,0.5635,34.5606,0,1
9/12/2017,2017,Riots,Kenya,-0.9333,38.0667,0,1
9/12/2017,2017,Protests,Kenya,-1.283,36.817,0,1
9/11/2017,2017,Violence against civilians,Kenya,1.2972,35.9336,5,1
9/11/2017,2017,Protests,Kenya,-1.283,36.817,0,1
9/10/2017,2017,Explosions/Remote violence,Kenya,-1.7027,41.3019,1,1
9/10/2017,2017,Violence against civilians,Kenya,1.7833,36.7833,3,1
9/10/2017,2017,Strategic developments,Kenya,-2.3889,40.4382,0,1
9/8/2017,2017,Violence against civilians,Kenya,1.1333,35.6333,2,1
9/7/2017,2017,Riots,Kenya,-0.5273,34.4571,0,1
9/6/2017,2017,Violence against civilians,Kenya,-2.2717,40.902,4,1
9/6/2017,2017,Violence against civilians,Kenya,1.1333,35.6333,1,1
9/6/2017,2017,Violence against civilians,Kenya,-2.1749,40.8199,4,1
9/5/2017,2017,Protests,Kenya,0.0514,40.3142,0,1
9/5/2017,2017,Protests,Kenya,-1.05,37.0833,0,1
9/4/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
9/4/2017,2017,Protests,Kenya,-0.5666,34.9167,0,1
9/3/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
9/2/2017,2017,Explosions/Remote violence,Kenya,0.5333,38.52,1,1
8/31/2017,2017,Protests,Kenya,-1.283,36.817,0,1
8/30/2017,2017,Violence against civilians,Kenya,-2.2697,40.12,3,1
8/29/2017,2017,Violence against civilians,Kenya,0.2707,36.5454,1,1
8/28/2017,2017,Explosions/Remote violence,Kenya,3.1597,41.3256,2,1
8/27/2017,2017,Violence against civilians,Kenya,-1.1,36.65,1,1
8/25/2017,2017,Protests,Kenya,-1.25,36.9,0,1
8/23/2017,2017,Protests,Kenya,-0.1,34.75,0,1
8/23/2017,2017,Violence against civilians,Kenya,-0.1,34.75,4,1
8/23/2017,2017,Riots,Kenya,-1.0667,34.4667,0,1
8/22/2017,2017,Protests,Kenya,-0.3677,35.2831,0,1
8/21/2017,2017,Strategic developments,Kenya,-1.5036,40.0333,0,1
8/20/2017,2017,Explosions/Remote violence,Kenya,-1.5394,41.3314,0,1
8/20/2017,2017,Violence against civilians,Kenya,-4.05,39.6667,2,1
8/20/2017,2017,Violence against civilians,Kenya,-1.283,36.817,1,1
8/18/2017,2017,Protests,Kenya,-1.283,36.817,0,1
8/18/2017,2017,Violence against civilians,Kenya,-2.3889,40.4382,3,1
8/17/2017,2017,Violence against civilians,Kenya,-2.3889,40.4382,4,1
8/15/2017,2017,Violence against civilians,Kenya,-1.5394,41.3314,0,1
8/15/2017,2017,Protests,Kenya,-0.15,34.75,1,1
8/15/2017,2017,Explosions/Remote violence,Kenya,-1.549,40.4456,5,1
8/13/2017,2017,Riots,Kenya,-1.0667,34.4667,2,1
8/13/2017,2017,Violence against civilians,Kenya,-1.2614,36.8608,1,1
8/13/2017,2017,Riots,Kenya,-0.9,34.5333,0,1
8/13/2017,2017,Riots,Kenya,0.2386,34.2694,2,1
8/13/2017,2017,Riots,Kenya,-0.7667,34.6,0,1
8/13/2017,2017,Riots,Kenya,0.46,34.112,0,1
8/13/2017,2017,Riots,Kenya,-1.3117,36.7891,0,1
8/13/2017,2017,Riots,Kenya,-1.3117,36.7891,0,1
8/13/2017,2017,Violence against civilians,Kenya,-1.2614,36.8608,2,1
8/12/2017,2017,Riots,Kenya,-1.0667,34.4667,2,1
8/12/2017,2017,Violence against civilians,Kenya,-1.2614,36.8608,2,1
8/12/2017,2017,Protests,Kenya,-1.284,36.8822,0,1
8/12/2017,2017,Protests,Kenya,-1.1667,36.8333,0,1
8/12/2017,2017,Riots,Kenya,-0.3072,36.0723,0,1
8/12/2017,2017,Violence against civilians,Kenya,-0.15,34.75,5,1
8/12/2017,2017,Riots,Kenya,-1.25,36.9,1,1
8/12/2017,2017,Protests,Kenya,0.06,34.2861,1,1
8/11/2017,2017,Riots,Kenya,-1.0667,34.4667,0,1
8/11/2017,2017,Violence against civilians,Kenya,-0.1161,34.7837,1,1
8/11/2017,2017,Protests,Kenya,-0.0042,34.6095,1,1
8/11/2017,2017,Protests,Kenya,-4.05,39.6667,0,1
8/11/2017,2017,Violence against civilians,Kenya,-0.05,34.75,1,1
8/11/2017,2017,Protests,Kenya,0.0362,34.2882,1,1
8/11/2017,2017,Protests,Kenya,-0.1,34.75,1,1
8/11/2017,2017,Riots,Kenya,-1.3125,36.78,4,1
8/11/2017,2017,Protests,Kenya,-1.2407,36.8804,1,1
8/11/2017,2017,Violence against civilians,Kenya,-1.3117,36.7891,1,1
8/11/2017,2017,Riots,Kenya,-1.2828,36.7517,4,1
8/10/2017,2017,Riots,Kenya,-0.4536,39.6461,0,1
8/10/2017,2017,Riots,Kenya,-0.1,34.75,0,1
8/10/2017,2017,Riots,Kenya,-1.2828,36.7517,2,1
8/9/2017,2017,Protests,Kenya,-0.5273,34.4571,0,1
8/9/2017,2017,Riots,Kenya,-1.2828,36.7517,3,1
8/9/2017,2017,Violence against civilians,Kenya,-0.7939,34.6424,1,1
8/9/2017,2017,Violence against civilians,Kenya,-1.5036,40.0333,0,1
8/9/2017,2017,Protests,Kenya,-0.1,34.75,0,1
8/8/2017,2017,Violence against civilians,Kenya,3.1508,41.1862,0,1
8/8/2017,2017,Riots,Kenya,-1.3667,38.0167,0,1
8/8/2017,2017,Violence against civilians,Kenya,0.99,35.55,0,1
8/8/2017,2017,Violence against civilians,Kenya,-1.2695,36.7436,0,1
8/7/2017,2017,Protests,Kenya,-0.1,34.75,0,1
8/7/2017,2017,Explosions/Remote violence,Kenya,-2.2717,40.902,0,1
8/7/2017,2017,Riots,Kenya,-0.9333,38.0667,0,1
8/7/2017,2017,Protests,Kenya,-1.283,36.817,0,1
8/7/2017,2017,Strategic developments,Kenya,-2.362,40.3178,0,1
8/7/2017,2017,Riots,Kenya,-0.3086,38.0269,0,1
8/6/2017,2017,Protests,Kenya,-0.4536,39.6461,0,1
8/6/2017,2017,Battles,Kenya,-0.4536,39.6461,0,1
8/6/2017,2017,Violence against civilians,Kenya,-0.7667,34.6,0,1
8/4/2017,2017,Strategic developments,Kenya,-1.2682,36.8091,0,1
8/4/2017,2017,Protests,Kenya,-4.05,39.6667,0,1
8/3/2017,2017,Protests,Kenya,-0.5333,37.45,0,1
8/2/2017,2017,Riots,Kenya,-0.5666,36.95,0,1
8/2/2017,2017,Protests,Kenya,0.1904,34.1891,0,1
8/2/2017,2017,Violence against civilians,Kenya,-2.2717,40.902,3,1
8/1/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
8/1/2017,2017,Protests,Kenya,-1.2903,36.817,0,1
8/1/2017,2017,Protests,Kenya,-2.2833,37.8167,0,1
7/30/2017,2017,Protests,Kenya,0.05,37.65,0,1
7/29/2017,2017,Protests,Kenya,-1.3117,36.7891,0,1
7/29/2017,2017,Violence against civilians,Kenya,-1.1667,36.8333,2,1
7/28/2017,2017,Violence against civilians,Kenya,-1.283,36.817,2,1
7/27/2017,2017,Protests,Kenya,-0.1,34.75,0,1
7/27/2017,2017,Riots,Kenya,-1.283,36.817,0,1
7/24/2017,2017,Violence against civilians,Kenya,0.2386,34.2694,0,1
7/23/2017,2017,Violence against civilians,Kenya,-1.283,36.817,0,1
7/22/2017,2017,Violence against civilians,Kenya,0.99,35.55,0,1
7/22/2017,2017,Violence against civilians,Kenya,1.2899,35.6266,1,1
7/22/2017,2017,Riots,Kenya,-1.1667,36.8333,1,1
7/21/2017,2017,Violence against civilians,Kenya,1.7833,36.7833,3,1
7/20/2017,2017,Violence against civilians,Kenya,-1.7027,41.3019,2,1
7/20/2017,2017,Violence against civilians,Kenya,0.783,34.7193,1,1
7/19/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
7/18/2017,2017,Violence against civilians,Kenya,0.4599,36.7556,1,1
7/16/2017,2017,Explosions/Remote violence,Kenya,0.3534,40.8723,10,1
7/15/2017,2017,Riots,Kenya,-4.05,39.6667,0,1
7/13/2017,2017,Riots,Kenya,-1.05,37.0833,0,1
7/13/2017,2017,Violence against civilians,Kenya,-2.2717,40.902,3,1
7/13/2017,2017,Protests,Kenya,0.0167,36.1,0,1
7/13/2017,2017,Riots,Kenya,-1.2065,36.9137,0,1
7/12/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
7/12/2017,2017,Violence against civilians,Kenya,-4.05,39.6667,1,1
7/12/2017,2017,Violence against civilians,Kenya,0.4167,36.75,0,1
7/11/2017,2017,Riots,Kenya,-0.5333,37.45,0,1
7/10/2017,2017,Violence against civilians,Kenya,0.2667,37.9,13,1
7/10/2017,2017,Riots,Kenya,0.2321,37.9405,1,1
7/9/2017,2017,Violence against civilians,Kenya,0.3167,38.2,3,1
7/9/2017,2017,Strategic developments,Kenya,0.2321,37.9405,0,1
7/9/2017,2017,Violence against civilians,Kenya,0.2,37.7833,2,1
7/8/2017,2017,Violence against civilians,Kenya,0.2,37.7833,1,1
7/8/2017,2017,Violence against civilians,Kenya,-2.2347,40.4778,5,1
7/8/2017,2017,Violence against civilians,Kenya,-2.2717,40.902,4,1
7/8/2017,2017,Strategic developments,Kenya,-2.2717,40.902,0,1
7/8/2017,2017,Violence against civilians,Kenya,-2.2347,40.4778,5,1
7/8/2017,2017,Violence against civilians,Kenya,0.2321,37.9405,4,1
7/7/2017,2017,Protests,Kenya,-0.4817,37.1251,0,1
7/7/2017,2017,Protests,Kenya,-0.4167,36.95,0,1
7/7/2017,2017,Strategic developments,Kenya,-4.05,39.6667,0,1
7/4/2017,2017,Protests,Kenya,-1.283,36.817,0,1
7/4/2017,2017,Protests,Kenya,-0.4536,39.6461,0,1
7/3/2017,2017,Violence against civilians,Kenya,3.9357,41.8542,5,1
7/3/2017,2017,Protests,Kenya,-1.1833,37.1167,0,1
7/3/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
7/3/2017,2017,Protests,Kenya,-4.05,39.6667,0,1
7/3/2017,2017,Protests,Kenya,-1.283,36.817,0,1
7/3/2017,2017,Protests,Kenya,-1.0783,35.8601,0,1
6/30/2017,2017,Violence against civilians,Kenya,3.5008,41.0395,5,1
6/30/2017,2017,Riots,Kenya,-1.0667,34.4667,0,1
6/29/2017,2017,Strategic developments,Kenya,-1.741,41.492,0,1
6/28/2017,2017,Violence against civilians,Kenya,-1.333,36.901,1,1
6/27/2017,2017,Explosions/Remote violence,Kenya,-1.741,41.492,8,1
6/25/2017,2017,Violence against civilians,Kenya,1.6,37.8,1,1
6/25/2017,2017,Violence against civilians,Kenya,2.3333,37.9833,1,1
6/24/2017,2017,Violence against civilians,Kenya,0.99,35.55,1,1
6/23/2017,2017,Explosions/Remote violence,Kenya,3.9357,41.8542,0,1
6/23/2017,2017,Protests,Kenya,-0.4167,36.95,0,1
6/23/2017,2017,Violence against civilians,Kenya,2.8094,40.9358,5,1
6/22/2017,2017,Protests,Kenya,0.45,35.2833,0,1
6/21/2017,2017,Violence against civilians,Kenya,-4.0333,39.6833,1,1
6/21/2017,2017,Riots,Kenya,-4.0207,39.6819,2,1
6/19/2017,2017,Riots,Kenya,1.0968,36.698,0,1
6/19/2017,2017,Explosions/Remote violence,Kenya,1.75,40.06,9,1
6/18/2017,2017,Violence against civilians,Kenya,1.0167,35,1,1
6/17/2017,2017,Protests,Kenya,-0.15,35.2,0,1
6/16/2017,2017,Explosions/Remote violence,Kenya,2.8094,40.9358,4,1
6/14/2017,2017,Violence against civilians,Kenya,-0.5666,36.95,1,1
6/13/2017,2017,Violence against civilians,Kenya,0.99,35.55,1,1
6/12/2017,2017,Protests,Kenya,-1.283,36.817,0,1
6/12/2017,2017,Protests,Kenya,-0.1,34.75,0,1
6/11/2017,2017,Riots,Kenya,0.2833,34.75,0,1
6/11/2017,2017,Strategic developments,Kenya,-2.2717,40.902,0,1
6/11/2017,2017,Explosions/Remote violence,Kenya,0.3534,40.8723,0,1
6/10/2017,2017,Riots,Kenya,-0.1833,34.9166,0,1
6/10/2017,2017,Violence against civilians,Kenya,1.9516,36.0358,6,1
6/7/2017,2017,Violence against civilians,Kenya,-1.283,36.817,0,1
6/6/2017,2017,Explosions/Remote violence,Kenya,0.0514,40.3142,3,1
6/6/2017,2017,Protests,Kenya,-3.3961,38.5561,0,1
6/6/2017,2017,Riots,Kenya,0.052,35.731,1,1
6/6/2017,2017,Violence against civilians,Kenya,3.9357,41.8542,1,1
6/5/2017,2017,Explosions/Remote violence,Kenya,1.75,40.06,0,1
6/5/2017,2017,Riots,Kenya,-0.6833,34.7667,0,1
6/5/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
6/4/2017,2017,Protests,Kenya,-0.4897,36.312,0,1
6/4/2017,2017,Protests,Kenya,-0.4817,37.1251,0,1
6/2/2017,2017,Protests,Kenya,0.0333,36.3667,0,1
6/2/2017,2017,Protests,Kenya,-0.4167,36.95,0,1
6/2/2017,2017,Protests,Kenya,-0.2709,36.3792,0,1
6/2/2017,2017,Protests,Kenya,-0.5666,36.95,0,1
5/31/2017,2017,Violence against civilians,Kenya,-0.4536,39.6461,1,1
5/31/2017,2017,Explosions/Remote violence,Kenya,-1.741,41.492,2,1
5/31/2017,2017,Explosions/Remote violence,Kenya,-1.7758,40.8375,8,1
5/31/2017,2017,Explosions/Remote violence,Kenya,-1.741,41.492,0,1
5/31/2017,2017,Protests,Kenya,3.5094,39.0528,0,1
5/30/2017,2017,Protests,Kenya,-3.22,40.12,0,1
5/30/2017,2017,Protests,Kenya,-0.6833,34.7667,0,1
5/26/2017,2017,Violence against civilians,Kenya,-0.9838,36.5899,1,1
5/26/2017,2017,Violence against civilians,Kenya,-1.5036,40.0333,1,1
5/25/2017,2017,Protests,Kenya,-0.1282,37.9358,0,1
5/25/2017,2017,Explosions/Remote violence,Kenya,0.3534,40.8723,5,1
5/24/2017,2017,Protests,Kenya,-0.3072,36.0723,0,1
5/24/2017,2017,Strategic developments,Kenya,-1.35,38.55,0,1
5/24/2017,2017,Explosions/Remote violence,Kenya,0.0037,40.3746,2,1
5/24/2017,2017,Explosions/Remote violence,Kenya,0.3534,40.8723,3,1
5/24/2017,2017,Explosions/Remote violence,Kenya,3.9357,41.8542,5,1
5/23/2017,2017,Violence against civilians,Kenya,0.4167,36.75,0,1
5/23/2017,2017,Protests,Kenya,-0.3677,35.2831,0,1
5/22/2017,2017,Protests,Kenya,-0.4167,36.95,0,1
5/22/2017,2017,Protests,Kenya,-0.5333,37.45,0,1
5/19/2017,2017,Protests,Kenya,-1.2716,36.8402,0,1
5/19/2017,2017,Protests,Kenya,-1.283,36.817,0,1
5/19/2017,2017,Violence against civilians,Kenya,0.6167,34.7667,0,1
5/19/2017,2017,Protests,Kenya,-0.5672,37.3247,0,1
5/18/2017,2017,Violence against civilians,Kenya,-1.5167,37.2667,1,1
5/18/2017,2017,Riots,Kenya,3.1191,35.5973,0,1
5/18/2017,2017,Violence against civilians,Kenya,3.1048,36.0975,1,1
5/18/2017,2017,Riots,Kenya,0.05,37.65,0,1
5/18/2017,2017,Riots,Kenya,-0.1282,37.9358,0,1
